08/13/20|06:00|000010102|St. John's|-4|OZONE|PPB|24|Newfoundland & Labrador DEC
08/13/20|06:00|000010401|Mount Pearl|-4|OZONE|PPB|19|Newfoundland & Labrador DEC
08/13/20|06:00|000010501|Grand Falls Windsor|-4|OZONE|PPB|24|Newfoundland & Labrador DEC
08/13/20|06:00|000010601|Goose Bay|-4|OZONE|PPB|20|Canadian Air and Precipitation Monitoring Network
08/13/20|06:00|000010602|MacPherson Avenue - |-4|PM2.5|UG/M3|4|Environment Canada
08/13/20|06:00|000010801|Port au Choix|-4|OZONE|PPB|33|Newfoundland & Labrador DEC
08/13/20|06:00|000010901|Marystown/Burin|-4|PM2.5|UG/M3|2|Environment Canada
08/13/20|06:00|000011002|FIREHALL-LABRADORCIT|-4|PM2.5|UG/M3|4|Environment Canada
08/13/20|06:00|000020104|CHARLOTTETOWN|-4|NO|PPB|0|Environment Canada
08/13/20|06:00|000020104|CHARLOTTETOWN|-4|NO2|PPB|0|Environment Canada
08/13/20|06:00|000020104|CHARLOTTETOWN|-4|OZONE|PPB|34|Environment Canada
08/13/20|06:00|000020104|CHARLOTTETOWN|-4|PM2.5|UG/M3|7|Environment Canada
08/13/20|06:00|000020104|CHARLOTTETOWN|-4|SO2|PPB|0|Environment Canada
08/13/20|06:00|000020301|WELLINGTON|-4|NO|PPB|0|Environment Canada
08/13/20|06:00|000020301|WELLINGTON|-4|NO2|PPB|1|Environment Canada
08/13/20|06:00|000020301|WELLINGTON|-4|OZONE|PPB|16|Environment Canada
08/13/20|06:00|000020301|WELLINGTON|-4|PM2.5|UG/M3|9|Environment Canada
08/13/20|06:00|000020401|SOUTHAMPTON|-4|NO|PPB|0|Environment Canada
08/13/20|06:00|000020401|SOUTHAMPTON|-4|NO2|PPB|1|Environment Canada
08/13/20|06:00|000020401|SOUTHAMPTON|-4|OZONE|PPB|20|Environment Canada
08/13/20|06:00|000020401|SOUTHAMPTON|-4|PM2.5|UG/M3|7|Environment Canada
08/13/20|06:00|000030113|JOHNSTON BUILDING -|-4|PM2.5|UG/M3|5|Environment Canada
08/13/20|06:00|000030120|Lake Major|-4|NO|PPB|0|Environment Canada
08/13/20|06:00|000030120|Lake Major|-4|OZONE|PPB|18|Environment Canada
08/13/20|06:00|000030120|Lake Major|-4|PM2.5|UG/M3|6|Environment Canada
08/13/20|06:00|000030201|PORT HAWKESBURY|-4|NO|PPB|0|Environment Canada
08/13/20|06:00|000030201|PORT HAWKESBURY|-4|NO2|PPB|1|Environment Canada
08/13/20|06:00|000030201|PORT HAWKESBURY|-4|OZONE|PPB|22|Environment Canada
08/13/20|06:00|000030201|PORT HAWKESBURY|-4|PM2.5|UG/M3|4|Environment Canada
08/13/20|06:00|000030310|SYDNEY|-4|NO|PPB|0|Environment Canada
08/13/20|06:00|000030310|SYDNEY|-4|NO2|PPB|0|Environment Canada
08/13/20|06:00|000030310|SYDNEY|-4|OZONE|PPB|22|Environment Canada
08/13/20|06:00|000030310|SYDNEY|-4|PM2.5|UG/M3|3|Environment Canada
08/13/20|06:00|000030310|SYDNEY|-4|SO2|PPB|1|Environment Canada
08/13/20|06:00|000030502|Kejimkujik Site B|-4|OZONE|PPB|30|Canadian Air and Precipitation Monitoring Network
08/13/20|06:00|000030701|AYLESFORD MOUNTAIN|-4|OZONE|PPB|33|Environment Canada
08/13/20|06:00|000030701|AYLESFORD MOUNTAIN|-4|PM2.5|UG/M3|10|Environment Canada
08/13/20|06:00|000030901|PICTOU|-4|NO|PPB|0|Environment Canada
08/13/20|06:00|000030901|PICTOU|-4|NO2|PPB|0|Environment Canada
08/13/20|06:00|000030901|PICTOU|-4|OZONE|PPB|26|Environment Canada
08/13/20|06:00|000030901|PICTOU|-4|PM2.5|UG/M3|10|Environment Canada
08/13/20|06:00|000031101|KENTVILLE|-4|OZONE|PPB|25|Environment Canada
08/13/20|06:00|000031101|KENTVILLE|-4|PM2.5|UG/M3|12|Environment Canada
08/13/20|06:00|000040104|FREDERICTON-NEEDHAM |-4|NO2|PPB|3|Environment Canada
08/13/20|06:00|000040104|FREDERICTON-NEEDHAM |-4|OZONE|PPB|10|Environment Canada
08/13/20|06:00|000040104|FREDERICTON-NEEDHAM |-4|PM2.5|UG/M3|8|Environment Canada
08/13/20|06:00|000040203|FOREST HILLS|-4|OZONE|PPB|7|Environment Canada
08/13/20|06:00|000040203|FOREST HILLS|-4|PM2.5|UG/M3|8|Environment Canada
08/13/20|06:00|000040207|SAINT JOHN WEST|-4|OZONE|PPB|10|Environment Canada
08/13/20|06:00|000040207|SAINT JOHN WEST|-4|PM2.5|UG/M3|7|Environment Canada
08/13/20|06:00|000040209|CASTLE ST. SAINT JO|-4|PM2.5|UG/M3|8|Environment Canada
08/13/20|06:00|000040302|MONCTON|-4|NO2|PPB|1|Environment Canada
08/13/20|06:00|000040302|MONCTON|-4|OZONE|PPB|14|Environment Canada
08/13/20|06:00|000040302|MONCTON|-4|PM2.5|UG/M3|9|Environment Canada
08/13/20|06:00|000040901|ST ANDREWS|-4|OZONE|PPB|5|Environment Canada
08/13/20|06:00|000040901|ST ANDREWS|-4|PM2.5|UG/M3|6|Environment Canada
08/13/20|06:00|000041302|BATHURST|-4|NO2|PPB|3|Environment Canada
08/13/20|06:00|000041302|BATHURST|-4|OZONE|PPB|12|Environment Canada
08/13/20|06:00|000041302|BATHURST|-4|PM2.5|UG/M3|6|Environment Canada
08/13/20|06:00|000041501|EDMUNDSTON QUEEN ST.|-4|PM2.5|UG/M3|8|Environment Canada
08/13/20|06:00|000050113|Chomedey|-5|OZONE|PPB|19|Canada-Quebec1
08/13/20|06:00|000050119|Longueuil|-5|OZONE|PPB|21|Canada-Quebec1
08/13/20|06:00|000050204|Hull (Ile)|-5|OZONE|PPB|10|Canada-Quebec1
08/13/20|06:00|000050308|Vieux Limoilou|-5|OZONE|PPB|6|Canada-Quebec1
08/13/20|06:00|000050311|Parc Primavere|-5|OZONE|PPB|4|Canada-Quebec1
08/13/20|06:00|000050311|Parc Primavere|-5|PM2.5|UG/M3|10.7|Canada-Quebec1
08/13/20|06:00|000050404|Parc Cambron|-5|OZONE|PPB|11|Canada-Quebec1
08/13/20|06:00|000050604|Parc Tremblay|-5|OZONE|PPB|6|Canada-Quebec1
08/13/20|06:00|000051501|Zéphirin|-5|OZONE|PPB|17|Canada-Quebec1
08/13/20|06:00|000051501|Zéphirin|-5|PM2.5|UG/M3|7.6|Canada-Quebec1
08/13/20|06:00|000052001|Charette|-5|OZONE|PPB|13|Canada-Quebec1
08/13/20|06:00|000052201|Saint-Simon|-5|OZONE|PPB|15|Canada-Quebec1
08/13/20|06:00|000052301|Saint-Faustin|-5|OZONE|PPB|18|Canada-Quebec1
08/13/20|06:00|000052301|Saint-Faustin|-5|PM2.5|UG/M3|6.5|Canada-Quebec1
08/13/20|06:00|000053201|PÉMONCA|-5|OZONE|PPB|11|Canada-Quebec1
08/13/20|06:00|000053301|Deschambault|-5|OZONE|PPB|0|Canada-Quebec1
08/13/20|06:00|000053601|N.-D.-du-Rosaire|-5|OZONE|PPB|11|Canada-Quebec1
08/13/20|06:00|000053701|HILAIRE|-5|OZONE|PPB|33|Canada-Quebec1
08/13/20|06:00|000053801|Tingwick|-5|OZONE|PPB|30|Canada-Quebec1
08/13/20|06:00|000053901|Édouard|-5|OZONE|PPB|0|Canada-Quebec1
08/13/20|06:00|000054201|Chapais|-5|OZONE|PPB|11|Canadian Air and Precipitation Monitoring Network
08/13/20|06:00|000054401|Saint-Anicet|-5|OZONE|PPB|11|Canada-Quebec1
08/13/20|06:00|000054703|Bécancour (Aréna)|-5|PM2.5|UG/M3|6|Canada-Quebec1
08/13/20|06:00|000054901|Ditton|-5|OZONE|PPB|16|Canada-Quebec1
08/13/20|06:00|000055001|Mont-Saint-Michel|-5|OZONE|PPB|0|Canada-Quebec1
08/13/20|06:00|000055501|Frelighsburg|-5|OZONE|PPB|23|Canadian Air and Precipitation Monitoring Network
08/13/20|06:00|000060104|Ottawa|-5|OZONE|PPB|4|Ontario Ministry of the Environment
08/13/20|06:00|000060104|Ottawa|-5|PM2.5|UG/M3|5|Ontario Ministry of the Environment
08/13/20|06:00|000060204|Windsor Downtown|-5|OZONE|PPB|18|Ontario Ministry of the Environment
08/13/20|06:00|000060204|Windsor Downtown|-5|PM2.5|UG/M3|9|Ontario Ministry of the Environment
08/13/20|06:00|000060304|Kingston|-5|OZONE|PPB|25|Ontario Ministry of the Environment
08/13/20|06:00|000060304|Kingston|-5|PM2.5|UG/M3|2|Ontario Ministry of the Environment
08/13/20|06:00|000060424|Toronto Downtown|-5|OZONE|PPB|11|Ontario Ministry of the Environment
08/13/20|06:00|000060424|Toronto Downtown|-5|PM2.5|UG/M3|24|Ontario Ministry of the Environment
08/13/20|06:00|000060512|Hamilton Downtown|-5|OZONE|PPB|20|Ontario Ministry of the Environment
08/13/20|06:00|000060512|Hamilton Downtown|-5|PM2.5|UG/M3|10|Ontario Ministry of the Environment
08/13/20|06:00|000060610|Sudbury|-5|OZONE|PPB|6|Ontario Ministry of the Environment
08/13/20|06:00|000060610|Sudbury|-5|PM2.5|UG/M3|10|Ontario Ministry of the Environment
08/13/20|06:00|000060709|Sault Ste Marie|-5|OZONE|PPB|16|Ontario Ministry of the Environment
08/13/20|06:00|000060709|Sault Ste Marie|-5|PM2.5|UG/M3|5|Ontario Ministry of the Environment
08/13/20|06:00|000060904|London|-5|OZONE|PPB|1|Ontario Ministry of the Environment
08/13/20|06:00|000060904|London|-5|PM2.5|UG/M3|11|Ontario Ministry of the Environment
08/13/20|06:00|000061009|Sarnia|-5|OZONE|PPB|15|Ontario Ministry of the Environment
08/13/20|06:00|000061009|Sarnia|-5|PM2.5|UG/M3|12|Ontario Ministry of the Environment
08/13/20|06:00|000061104|Peterborough|-5|OZONE|PPB|27|Ontario Ministry of the Environment
08/13/20|06:00|000061104|Peterborough|-5|PM2.5|UG/M3|7|Ontario Ministry of the Environment
08/13/20|06:00|000061201|Cornwall|-5|OZONE|PPB|20|Ontario Ministry of the Environment
08/13/20|06:00|000061201|Cornwall|-5|PM2.5|UG/M3|7|Ontario Ministry of the Environment
08/13/20|06:00|000061302|St. Catharines|-5|OZONE|PPB|17|Ontario Ministry of the Environment
08/13/20|06:00|000061302|St. Catharines|-5|PM2.5|UG/M3|7|Ontario Ministry of the Environment
08/13/20|06:00|000061402|Brantford|-5|OZONE|PPB|4|Ontario Ministry of the Environment
08/13/20|06:00|000061402|Brantford|-5|PM2.5|UG/M3|9|Ontario Ministry of the Environment
08/13/20|06:00|000061502|Kitchener|-5|OZONE|PPB|13|Ontario Ministry of the Environment
08/13/20|06:00|000061502|Kitchener|-5|PM2.5|UG/M3|5|Ontario Ministry of the Environment
08/13/20|06:00|000062001|North Bay|-5|OZONE|PPB|2|Ontario Ministry of the Environment
08/13/20|06:00|000062001|North Bay|-5|PM2.5|UG/M3|6|Ontario Ministry of the Environment
08/13/20|06:00|000062501|Tiverton|-5|OZONE|PPB|26|Ontario Ministry of the Environment
08/13/20|06:00|000062501|Tiverton|-5|PM2.5|UG/M3|3|Ontario Ministry of the Environment
08/13/20|06:00|000063301|Dorset|-5|OZONE|PPB|4|Ontario Ministry of the Environment
08/13/20|06:00|000063301|Dorset|-5|PM2.5|UG/M3|6|Ontario Ministry of the Environment
08/13/20|06:00|000063701|Grand Bend|-5|OZONE|PPB|20|Ontario Ministry of the Environment
08/13/20|06:00|000063701|Grand Bend|-5|PM2.5|UG/M3|2|Ontario Ministry of the Environment
